src 10.0.1.10,src 10.0.1.30,src 10.0.1.70,src 10.0.1.170,src 10.0.2.20,src 10.0.2.80,src 10.0.2.160,src 10.0.2.180,dst 10.0.1.10,dst 10.0.1.30,dst 10.0.1.70,dst 10.0.1.170,dst 10.0.2.20,dst 10.0.2.80,dst 10.0.2.160,dst 10.0.2.180,dst 10.0.2.200,Lenght Tot.Pkt,Lenght Avg,Lenght Std,Total #Pkt,TCP #Pkt,UDP #Pkt,HTTP #Pkt,ICMP #Pkt,TCP Bytes,UDP Bytes,HTTP Bytes,ICMP Bytes,Syn Flag,Ack Flag,SynAck Flag,Psh Flag,Rst Flag,Fin Flag,Urg Flag,Class
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63135.85,3883.021,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
4,16,0,0,4,14,0,0,4,14,0,0,4,16,0,0,0,62341,63133.327,3877.111,38,36,1,30,1,60337,1428,58525,576,2,35,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63137.782,3871.779,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63135.104,3865.96,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
3,15,0,0,5,13,0,0,5,13,0,0,3,15,0,0,0,64489,63139.362,3860.621,36,32,3,28,1,59629,4284,58421,576,2,31,1,14,0,2,0,0
3,15,0,0,3,13,0,0,3,13,0,0,3,15,0,0,0,60233,63130.251,3857.987,34,34,0,28,0,60233,0,58421,0,2,33,1,15,0,2,0,0
5,17,0,0,5,12,0,0,5,12,0,0,5,17,0,0,0,64293,63133.884,3852.501,39,35,2,29,2,60285,2856,58473,1152,2,34,1,18,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63138.268,3847.295,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63135.63,3841.607,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63141.851,3837.28,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63137.355,3832.206,35,33,1,29,1,59681,1428,58473,576,2,32,1,16,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63143.532,3827.921,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,18,0,0,3,15,0,0,3,15,0,0,3,18,0,0,0,61893,63139.696,3822.671,39,37,1,33,1,59889,1428,58681,576,2,36,1,18,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63137.095,3817.11,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63143.216,3812.894,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63138.784,3807.941,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,16,0,0,6,14,0,0,6,14,0,0,4,16,0,0,0,65197,63145.021,3803.85,40,36,3,30,1,60337,4284,58525,576,2,35,1,16,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63142.435,3798.39,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63146.648,3793.44,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63144.072,3788.03,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63148.254,3783.125,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63145.69,3777.765,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63143.14,3772.428,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63147.288,3767.594,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63144.749,3762.305,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,17,0,0,6,11,0,0,6,11,0,0,4,17,0,0,0,65093,63150.496,3758.238,38,34,3,28,1,60233,4284,58421,576,2,33,1,17,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63146.185,3753.546,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63152.047,3749.596,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,15,0,0,3,13,0,0,3,13,0,0,3,15,0,0,0,61633,63147.605,3745.009,34,32,1,28,1,59629,1428,58421,576,2,31,1,14,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63145.102,3739.832,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63150.916,3735.944,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63146.667,3731.358,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63152.442,3727.506,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63149.954,3722.419,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63153.951,3717.812,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63151.473,3712.77,37,35,1,29,1,60285,1428,58473,576,2,34,1,17,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63155.443,3708.204,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63152.974,3703.206,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,14,0,0,4,14,0,0,4,14,0,0,4,14,0,0,0,62237,63150.372,3698.263,36,34,1,28,1,60233,1428,58421,576,2,33,1,14,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63154.312,3693.761,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,16,0,0,4,14,0,0,4,14,0,0,4,16,0,0,0,62341,63152.014,3688.793,38,36,1,30,1,60337,1428,58525,576,2,35,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63157.628,3685.108,39,35,3,29,1,60285,4284,58473,576,2,34,1,17,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63153.492,3680.753,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,16,0,0,6,14,0,0,6,14,0,0,4,16,0,0,0,65197,63159.216,3677.181,40,36,3,30,1,60337,4284,58525,576,2,35,1,16,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63155.098,3672.866,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63152.685,3668.031,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63158.219,3664.434,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63154.139,3660.174,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
4,16,0,0,6,12,0,0,6,12,0,0,4,16,0,0,0,65093,63159.494,3656.531,38,34,3,28,1,60233,4284,58421,576,2,33,1,16,0,2,0,0
4,15,0,0,4,14,0,0,4,14,0,0,4,15,0,0,0,62289,63157.096,3651.776,37,35,1,29,1,60285,1428,58473,576,2,34,1,15,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63160.898,3647.476,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,4,17,0,0,4,17,0,0,4,15,0,0,0,62445,63158.937,3642.668,40,38,1,32,1,60441,1428,58629,576,2,37,1,15,0,2,0,0
3,16,0,0,5,18,0,0,5,18,0,0,3,16,0,0,0,64801,63163.423,3638.698,42,38,3,34,1,59941,4284,58733,576,2,37,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63161.041,3634.023,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63158.671,3629.366,37,35,1,29,1,60285,1428,58473,576,2,34,1,17,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63162.417,3625.158,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,14,0,0,4,14,0,0,4,14,0,0,4,14,0,0,0,62237,63159.916,3620.574,36,34,1,28,1,60233,1428,58421,576,2,33,1,14,0,2,0,0
4,15,0,0,6,13,0,0,6,13,0,0,4,15,0,0,0,65093,63165.127,3617.08,38,34,3,28,1,60233,4284,58421,576,2,33,1,15,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63161.148,3613.028,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,6,17,0,0,6,17,0,0,4,15,0,0,0,65301,63166.885,3609.878,42,38,3,32,1,60441,4284,58629,576,2,37,1,15,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63162.922,3605.861,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63160.592,3601.332,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63165.87,3597.991,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
3,15,0,0,3,14,0,0,3,14,0,0,3,15,0,0,0,61685,63161.942,3594.024,35,33,1,29,1,59681,1428,58473,576,2,32,1,14,0,2,0,0
4,15,0,0,6,14,0,0,6,14,0,0,4,15,0,0,0,65145,63167.188,3590.711,39,35,3,29,1,60285,4284,58473,576,2,34,1,15,0,2,0,0
3,15,0,0,3,17,0,0,3,17,0,0,3,15,0,0,0,61841,63163.689,3586.617,38,36,1,32,1,59837,1428,58629,576,2,35,1,14,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63168.903,3583.332,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,19,0,0,4,13,0,0,4,13,0,0,4,19,0,0,0,62445,63167.003,3578.818,40,38,1,32,1,60441,1428,58629,576,2,37,1,17,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63170.599,3574.82,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63168.298,3570.434,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,12,0,0,4,13,0,0,4,13,0,0,4,12,0,0,0,62081,63165.466,3566.212,33,31,1,25,1,60077,1428,58265,576,2,30,1,13,0,2,0,0
3,15,0,0,5,14,0,0,5,14,0,0,3,15,0,0,0,64541,63169.039,3562.266,37,33,3,29,1,59681,4284,58473,576,2,32,1,14,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63166.759,3557.93,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63170.31,3554.015,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63168.039,3549.713,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63173.121,3546.561,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63169.305,3542.811,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63167.054,3538.557,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63172.099,3535.448,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63168.316,3531.742,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63173.332,3528.659,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63169.565,3524.983,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63174.553,3521.926,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,15,0,0,4,17,0,0,4,17,0,0,4,15,0,0,0,62445,63172.715,3517.677,40,38,1,32,1,60441,1428,58629,576,2,37,1,15,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63176.153,3513.923,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63173.93,3509.797,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63171.718,3505.686,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63175.132,3501.978,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63172.928,3497.898,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63176.323,3494.218,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63174.126,3490.17,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63178.993,3487.23,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63175.313,3483.72,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63173.135,3479.714,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63177.968,3476.815,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63174.318,3473.344,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,12,0,0,6,13,0,0,6,13,0,0,4,12,0,0,0,64937,63178.617,3470.195,35,31,3,25,1,60077,4284,58265,576,2,30,1,13,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63174.983,3466.752,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63179.765,3463.899,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63177.608,3459.98,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63180.901,3456.447,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63178.752,3452.557,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63176.613,3448.68,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63179.885,3445.189,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63177.754,3441.34,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63181.007,3437.875,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63178.883,3434.055,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63183.553,3431.309,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63180.002,3428.016,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63177.896,3424.235,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63182.535,3421.525,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63179.012,3418.267,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63183.627,3415.578,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63180.117,3412.345,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63184.708,3409.677,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63182.62,3405.974,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63179.137,3402.776,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63183.698,3400.142,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63181.627,3396.477,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63184.767,3393.18,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63182.703,3389.54,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63185.825,3386.267,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63183.768,3382.654,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63188.256,3380.08,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63184.824,3376.982,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63182.784,3373.404,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63187.243,3370.863,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63183.837,3367.798,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63188.274,3365.276,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,18,0,0,3,14,0,0,3,14,0,0,3,18,0,0,0,61841,63185.233,3362.083,38,36,1,32,1,59837,1428,58629,576,2,35,1,18,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63189.646,3359.58,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63187.622,3356.074,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63184.253,3353.063,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63188.64,3350.591,39,35,3,29,1,60285,4284,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63186.632,3347.119,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63189.648,3343.999,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63187.647,3340.55,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63190.647,3337.452,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63188.653,3334.027,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63192.971,3331.611,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63189.65,3328.69,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63187.67,3325.298,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63191.963,3322.911,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63188.665,3320.02,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63192.937,3317.651,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63189.651,3314.781,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63193.902,3312.428,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63191.939,3309.101,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63188.677,3306.26,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63192.903,3303.936,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63190.955,3300.64,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63193.858,3297.682,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63191.916,3294.408,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63194.805,3291.469,37,33,3,29,1,59681,4284,58473,576,2,32,1,17,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63192.87,3288.217,37,35,1,29,1,60285,1428,58473,576,2,34,1,18,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63197.032,3285.944,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63193.815,3283.185,35,33,1,29,1,59681,1428,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63191.894,3279.963,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,5,12,0,0,5,12,0,0,3,17,0,0,0,64541,63194.752,3277.073,37,33,3,29,1,59681,4284,58473,576,2,32,1,15,0,2,0,0
4,17,0,0,4,12,0,0,4,12,0,0,4,17,0,0,0,62289,63192.837,3273.872,37,35,1,29,1,60285,1428,58473,576,2,34,1,16,0,2,0,0
4,17,0,0,6,12,0,0,6,12,0,0,4,17,0,0,0,65145,63196.956,3271.643,39,35,3,29,1,60285,4284,58473,576,2,34,1,16,0,2,0,0
3,17,0,0,3,12,0,0,3,12,0,0,3,17,0,0,0,61685,63193.773,3268.932,35,33,1,29,1,59681,1428,58473,576,2,32,1,17,0,2,0,0
